empid,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,dept,salary
8211,0.51,0.89,6,170,4,0,0,0,hr,low
8212,0.78,0.63,3,202,2,0,0,0,technical,low
8213,0.66,0.96,4,160,2,0,0,0,technical,medium
8214,0.72,0.73,5,211,2,0,0,0,technical,medium
8215,0.57,0.98,3,236,3,1,0,0,technical,medium
8216,0.5,0.49,4,236,3,0,0,0,technical,medium
8217,0.72,0.62,4,252,2,1,0,0,technical,medium
8218,0.41,0.48,3,155,2,1,0,0,technical,medium
8219,0.55,0.65,5,138,2,0,0,0,technical,medium
8220,0.49,0.94,4,195,3,1,0,0,technical,medium
8221,0.8,0.94,3,150,3,0,0,0,technical,medium
8222,0.78,0.51,3,172,3,0,0,0,technical,medium
8223,0.69,0.56,3,240,2,0,0,0,support,medium
8224,0.83,0.98,3,229,6,0,0,0,support,medium
8225,0.89,0.73,3,169,3,0,0,0,support,high
8226,0.94,0.82,3,246,3,0,0,0,support,low
8227,0.51,0.53,4,260,2,1,0,0,support,medium
8228,0.89,0.9,4,101,6,0,0,0,support,medium
8229,0.99,0.69,3,190,3,0,0,0,support,medium
8230,0.79,0.66,3,154,4,0,0,0,support,medium
8231,0.98,0.97,4,196,4,0,0,0,support,low
8232,0.98,0.97,3,209,3,0,0,0,support,low
8233,0.97,0.67,4,223,3,0,0,0,support,low
8234,0.71,0.71,4,221,3,0,0,0,technical,low
8235,0.49,0.6,4,141,3,0,0,0,technical,low
8236,0.72,0.71,3,135,3,0,0,0,technical,low
8237,0.58,0.61,2,191,3,1,0,0,management,low
8238,0.65,1,4,195,3,0,0,0,IT,low
8239,0.18,0.55,5,217,4,0,0,0,IT,low
8240,0.83,0.99,4,184,3,0,0,0,IT,low
8241,0.2,0.76,5,188,3,0,0,0,IT,low
8242,0.96,0.93,6,240,6,0,0,0,IT,low
8243,0.59,0.69,4,226,3,0,0,0,product_mng,low
8244,0.97,0.99,3,196,3,0,0,0,product_mng,low
8245,0.14,0.99,6,251,4,0,0,0,product_mng,low
8246,0.75,0.96,4,150,2,0,0,0,product_mng,low
8247,0.71,0.63,3,249,3,0,0,0,IT,low
8248,0.84,0.52,4,251,3,0,0,0,RandD,low
8249,0.57,0.75,5,252,3,0,0,0,RandD,medium
8250,0.46,0.55,5,261,5,0,0,0,RandD,medium
8251,0.77,0.94,4,225,2,0,0,0,RandD,medium
8252,0.44,0.65,2,151,3,0,0,0,RandD,medium
8253,0.68,0.59,4,147,2,0,0,0,marketing,medium
8254,0.94,0.58,4,159,3,0,0,0,sales,medium
8255,0.73,0.91,4,241,2,1,0,0,accounting,medium
8256,0.51,0.5,5,176,5,0,0,0,support,medium
8257,0.93,0.87,4,218,4,0,0,0,technical,medium
8258,0.74,1,4,219,3,0,0,0,management,medium
8259,0.82,0.9,3,227,3,0,0,0,marketing,medium
8260,0.86,0.91,4,182,2,0,0,0,marketing,medium
8261,0.99,0.86,4,196,2,1,0,0,marketing,high
8262,0.58,0.86,4,257,3,0,0,0,sales,low
8263,0.96,0.6,5,182,5,0,0,0,sales,medium
8264,0.72,0.67,4,192,3,0,0,0,sales,medium
8265,0.23,0.94,4,142,4,0,0,0,sales,medium
8266,0.99,0.79,4,172,2,0,0,0,sales,medium
8267,0.95,0.58,4,188,3,0,0,0,sales,low
8268,0.75,0.55,5,281,3,1,0,0,sales,low
8269,0.95,0.54,4,255,2,0,0,0,sales,low
8270,0.97,0.84,3,223,3,0,0,0,sales,low
8271,0.98,0.86,2,219,4,0,0,0,sales,low
8272,0.79,0.98,3,195,2,0,0,0,sales,low
8273,0.54,0.91,2,156,3,0,0,0,sales,low
8274,0.51,0.51,5,259,4,0,0,0,sales,low
8275,0.83,0.91,4,266,3,1,0,0,sales,low
8276,0.6,0.7,3,147,2,0,0,0,sales,low
8277,0.58,0.83,4,207,3,0,0,0,sales,low
8278,0.55,0.68,3,185,2,0,0,0,sales,low
8279,0.5,0.64,5,195,2,0,0,0,sales,low
8280,0.46,0.41,6,148,4,0,0,0,sales,low
8281,0.61,0.82,3,157,2,0,0,0,accounting,low
8282,0.91,0.98,4,146,3,0,0,0,accounting,low
8283,0.5,0.94,3,262,4,0,0,0,accounting,low
8284,0.75,0.82,3,169,3,0,0,0,hr,low
8285,0.74,0.87,3,192,3,1,0,0,hr,low
8286,0.62,0.53,4,147,2,0,0,0,hr,low
8287,0.87,0.76,5,254,2,1,0,0,hr,low
8288,0.13,0.72,3,244,4,0,0,0,technical,medium
8289,0.71,0.43,2,100,6,0,0,0,technical,medium
8290,0.7,0.9,3,173,2,0,0,0,technical,medium
8291,0.32,0.87,2,197,2,1,0,0,technical,medium
8292,0.84,0.72,3,256,4,0,0,0,technical,medium
8293,0.79,0.87,4,253,2,0,0,0,technical,medium
8294,0.97,0.64,4,152,2,0,0,0,technical,medium
8295,0.76,0.58,5,136,3,0,0,0,technical,medium
8296,0.97,0.63,3,141,3,0,0,0,technical,medium
8297,0.53,0.4,5,212,3,1,0,0,technical,medium
8298,0.61,0.57,4,144,3,0,0,0,technical,medium
8299,0.94,0.89,2,118,4,0,0,0,support,medium
8300,0.52,0.79,5,265,3,1,0,0,support,high
8301,0.91,0.67,3,143,3,0,0,0,support,low
8302,0.52,0.63,3,230,2,0,0,0,support,medium
8303,0.59,0.68,5,243,2,0,0,0,support,medium
8304,0.61,0.71,3,152,4,1,0,0,support,medium
8305,0.78,0.78,3,252,3,0,0,0,support,medium
8306,0.44,0.67,3,113,2,0,0,0,support,low
8307,0.8,0.97,4,259,2,0,0,0,support,low
8308,0.54,0.6,4,139,5,0,0,0,support,low
8309,0.96,0.91,4,228,3,1,0,0,support,low
8310,0.98,0.49,4,214,3,0,0,0,technical,low
8311,0.83,0.91,4,210,4,0,0,0,technical,low
8312,0.64,0.89,4,146,3,0,0,0,technical,low
8313,0.51,0.78,3,155,2,0,0,0,management,low
8314,0.31,0.42,2,169,5,0,0,0,IT,low
8315,0.53,0.68,3,258,3,0,0,0,IT,low
8316,0.81,0.53,3,258,2,0,0,0,IT,low
8317,0.17,0.85,3,168,4,0,0,0,IT,low
8318,0.72,0.98,3,211,2,0,0,0,IT,low
8319,0.49,0.49,2,245,3,0,0,0,product_mng,low
8320,0.81,0.95,3,204,2,0,0,0,product_mng,low
8321,0.75,0.98,2,161,3,0,0,0,product_mng,low
8322,0.74,0.73,3,267,3,0,0,0,product_mng,low
8323,0.82,0.73,3,183,3,0,0,0,IT,low
8324,0.36,0.4,2,105,3,0,0,0,RandD,low
8325,0.89,0.55,3,260,2,0,0,0,RandD,low
8326,0.78,0.87,3,183,4,0,0,0,RandD,low
8327,0.81,0.56,4,262,3,0,0,0,RandD,medium
8328,0.61,0.78,4,244,4,0,0,0,RandD,medium
8329,0.23,0.96,4,242,6,0,0,0,marketing,medium
8330,0.73,1,4,146,3,0,0,0,sales,medium
8331,0.4,0.65,4,252,6,0,0,0,accounting,medium
8332,0.99,0.63,5,229,2,0,0,0,support,medium
8333,0.62,0.54,4,170,3,0,0,0,technical,medium
8334,0.61,0.93,3,250,4,0,0,0,management,medium
8335,0.9,0.98,2,243,3,0,0,0,marketing,medium
8336,0.93,0.67,4,135,3,1,0,0,marketing,medium
8337,0.52,0.75,4,266,3,0,0,0,marketing,medium
8338,0.77,0.72,4,223,3,0,0,0,sales,medium
8339,0.59,0.76,4,234,3,0,0,0,sales,high
8340,0.51,0.59,4,187,3,0,0,0,sales,low
8341,0.67,0.95,3,229,3,0,0,0,sales,medium
8342,0.95,0.65,3,155,2,1,0,0,sales,medium
8343,0.75,0.76,3,246,3,0,0,0,sales,medium
8344,0.54,0.61,3,152,3,0,0,0,sales,medium
8345,0.45,0.71,2,172,2,0,0,0,sales,low
8346,0.66,0.66,4,255,5,0,0,0,sales,low
8347,0.36,0.69,3,98,2,0,0,0,sales,low
8348,0.3,0.47,6,141,6,0,0,0,sales,low
8349,0.61,0.63,4,146,4,1,0,0,sales,low
8350,0.71,0.7,4,213,3,0,0,0,sales,low
8351,0.6,0.99,4,160,3,0,0,0,sales,low
8352,0.19,0.61,3,272,4,0,0,0,sales,low
8353,0.91,1,4,125,4,0,0,0,sales,medium
8354,0.98,0.69,3,152,2,0,0,0,sales,medium
8355,0.9,0.78,3,162,2,0,0,0,sales,medium
8356,0.73,0.94,3,251,6,0,0,0,sales,medium
8357,0.52,0.56,3,225,3,0,0,0,accounting,medium
8358,0.77,0.56,3,236,3,1,0,0,accounting,medium
8359,0.98,0.62,3,203,2,0,0,0,accounting,medium
8360,0.79,0.5,4,252,3,1,0,0,hr,medium
8361,0.73,0.91,3,135,2,0,0,0,hr,medium
8362,0.97,0.95,3,257,2,0,0,0,hr,medium
8363,0.38,0.6,5,145,5,0,0,0,hr,medium
8364,0.59,0.48,5,267,3,0,0,0,technical,medium
8365,0.73,0.79,4,208,5,0,0,0,technical,medium
8366,0.84,0.53,4,206,3,0,0,0,technical,medium
8367,0.61,0.59,4,247,2,0,0,0,technical,medium
8368,0.79,0.78,2,228,2,0,0,0,technical,medium
8369,0.73,0.91,4,248,2,1,0,0,technical,medium
8370,0.22,0.9,4,209,5,0,0,0,technical,medium
8371,0.84,0.52,5,171,3,0,0,0,technical,medium
8372,0.21,0.85,6,221,5,0,0,0,technical,medium
8373,0.44,0.69,2,173,2,0,0,0,technical,medium
8374,0.2,0.52,5,218,5,0,0,0,technical,medium
8375,0.51,0.86,4,223,3,1,0,0,support,medium
8376,0.55,0.98,3,169,2,0,0,0,support,medium
8377,0.24,0.38,6,109,2,0,0,0,support,medium
8378,0.65,0.77,4,273,2,0,0,0,support,high
8379,0.44,0.42,3,178,3,0,0,0,support,high
8380,0.98,0.67,4,189,4,0,0,0,support,high
8381,0.69,0.8,5,203,2,1,0,0,support,high
8382,0.71,0.56,3,177,4,0,0,0,support,high
8383,0.54,0.71,5,253,2,1,0,0,support,high
8384,0.77,0.98,3,273,3,0,0,0,support,high
8385,0.53,0.43,2,139,3,0,0,0,support,high
8386,0.64,0.72,3,185,2,1,0,0,technical,high
8387,0.69,0.59,5,182,4,0,0,0,technical,high
8388,0.93,0.71,5,270,2,0,0,0,technical,high
8389,0.58,0.65,3,139,4,0,0,0,management,high
8390,0.33,0.46,5,261,6,1,0,0,IT,low
8391,0.95,0.57,3,238,3,0,0,0,IT,low
8392,0.65,0.9,3,241,3,0,0,0,IT,low
8393,0.9,0.7,3,223,2,0,0,0,IT,low
8394,0.59,0.8,3,258,3,1,0,0,IT,low
8395,0.88,0.55,4,205,4,0,0,0,product_mng,low
8396,0.63,0.83,4,243,4,0,0,0,product_mng,low
8397,0.53,0.61,4,198,2,0,0,0,product_mng,low
8398,0.63,0.64,4,178,3,0,0,0,product_mng,low
8399,0.96,0.76,4,158,3,0,0,0,IT,low
8400,0.7,0.73,3,194,2,0,0,0,RandD,low
8401,0.73,0.36,4,253,2,1,0,0,RandD,low
8402,0.94,0.8,4,228,2,0,0,0,RandD,low
8403,0.82,0.58,5,227,3,0,0,0,RandD,low
8404,0.44,0.63,3,162,2,0,0,0,RandD,low
8405,0.58,0.9,5,257,3,0,0,0,marketing,medium
8406,0.55,0.97,2,140,2,0,0,0,sales,medium
8407,0.92,0.84,3,164,2,0,0,0,accounting,medium
8408,0.91,0.59,4,177,4,0,0,0,support,medium
8409,0.69,0.61,4,260,4,0,0,0,technical,medium
8410,0.23,0.7,4,233,2,0,0,0,management,medium
8411,0.21,0.81,4,227,5,0,0,0,marketing,medium
8412,0.51,0.6,4,140,3,0,0,0,marketing,medium
8413,0.73,0.74,3,254,4,1,0,0,marketing,medium
8414,0.65,0.67,3,245,3,0,0,0,sales,medium
8415,0.64,0.48,2,157,2,0,0,0,sales,medium
8416,0.77,0.49,3,265,3,0,0,0,sales,medium
8417,0.71,0.79,4,261,3,0,0,0,sales,high
8418,0.2,0.38,6,212,6,0,0,0,sales,high
8419,0.99,0.57,4,216,3,0,0,0,sales,high
8420,0.77,0.57,4,238,3,0,0,0,sales,high
8421,0.8,0.56,2,204,3,0,0,0,sales,high
8422,0.97,0.5,4,216,2,0,0,0,sales,high
8423,0.89,0.53,4,208,3,0,0,0,sales,high
8424,0.97,0.7,4,218,2,0,0,0,sales,high
8425,0.23,0.99,5,176,4,1,0,0,sales,low
8426,0.6,0.75,4,144,2,0,0,0,sales,low
8427,0.52,0.63,5,241,3,0,0,0,sales,low
8428,0.86,0.63,3,271,2,0,0,0,sales,low
8429,0.86,0.95,4,184,3,0,0,0,sales,low
8430,0.76,0.58,3,262,2,0,0,0,sales,low
8431,0.79,0.77,6,233,6,0,0,0,sales,low
8432,0.35,0.52,3,155,3,0,0,0,sales,low
8433,1,0.97,5,141,2,0,0,0,accounting,medium
8434,0.2,0.8,6,251,5,0,0,0,accounting,medium
8435,0.57,0.62,5,141,3,0,0,0,accounting,medium
8436,0.23,0.46,4,274,5,1,0,0,hr,medium
8437,0.82,0.97,3,160,2,0,0,0,hr,medium
8438,0.98,0.8,3,166,2,0,0,0,hr,medium
8439,0.52,0.7,4,219,3,0,0,0,hr,medium
8440,0.96,0.61,4,158,6,0,0,0,technical,medium
8441,0.69,0.64,4,190,4,0,0,0,technical,medium
8442,0.92,0.77,5,191,2,0,0,0,technical,medium
8443,0.91,0.43,4,117,5,1,0,0,technical,medium
8444,0.85,0.96,4,240,6,0,0,0,technical,medium
8445,0.91,0.77,4,239,2,0,0,0,technical,medium
8446,0.79,0.55,4,145,3,0,0,0,technical,medium
8447,0.74,0.95,3,157,4,0,0,0,technical,medium
8448,0.73,0.72,3,166,3,0,0,0,technical,medium
8449,0.55,0.98,4,137,2,0,0,0,technical,medium
8450,0.79,0.97,5,208,4,1,0,0,technical,medium
8451,0.53,0.51,4,174,2,0,0,0,support,medium
8452,0.7,0.6,3,267,3,0,0,0,support,medium
8453,0.74,0.56,3,125,6,0,0,0,support,medium
8454,0.95,0.76,4,220,3,0,0,0,support,medium
8455,0.49,0.57,4,141,3,0,0,0,support,medium
8456,0.79,0.9,5,146,3,1,0,0,support,high
8457,0.99,0.86,3,166,2,0,0,0,support,low
8458,0.56,0.79,4,197,2,0,0,0,support,medium
8459,0.7,0.79,4,240,2,0,0,0,support,medium
8460,0.93,0.65,4,258,3,0,0,0,support,medium
8461,0.46,0.66,6,229,3,0,0,0,support,medium
8462,0.24,0.61,5,252,4,0,0,0,technical,medium
8463,0.32,0.41,3,138,3,1,0,0,technical,medium
8464,0.5,0.78,4,208,3,1,0,0,technical,medium
8465,0.58,0.72,3,113,3,1,0,0,management,medium
8466,0.83,0.81,4,209,4,0,0,0,IT,medium
8467,0.57,0.42,2,248,4,0,0,0,IT,medium
8468,0.51,0.83,5,161,3,0,0,0,IT,low
8469,0.65,0.96,2,246,2,1,0,0,IT,low
8470,0.52,0.41,3,283,3,0,0,0,IT,low
8471,0.77,0.7,3,145,2,0,0,0,product_mng,low
8472,0.42,0.77,3,270,3,0,0,0,product_mng,low
8473,0.68,0.79,4,273,4,0,0,0,product_mng,low
8474,0.83,0.92,4,187,6,1,0,0,product_mng,low
8475,0.66,0.63,3,166,3,0,0,0,IT,high
8476,0.75,0.57,3,158,2,1,0,0,RandD,low
8477,0.65,0.48,4,229,3,0,0,0,RandD,high
8478,0.49,0.6,3,191,3,1,0,0,RandD,high
8479,0.77,0.96,3,232,2,1,0,0,RandD,low
8480,0.65,0.97,3,198,3,0,0,0,RandD,low
8481,0.65,0.49,5,238,4,0,0,0,marketing,high
8482,0.44,0.58,2,157,2,0,0,0,sales,low
8483,0.61,0.72,4,134,2,0,0,0,accounting,medium
8484,0.98,0.89,3,150,3,0,0,0,support,high
8485,0.68,0.88,5,256,2,0,0,0,technical,medium
8486,0.58,0.5,3,208,3,0,0,0,management,medium
8487,0.81,0.92,3,136,3,0,0,0,marketing,medium
8488,0.76,0.5,4,136,3,0,0,0,marketing,medium
8489,0.14,0.93,4,180,4,0,0,0,marketing,high
8490,0.49,0.91,3,227,3,0,0,0,sales,medium
8491,0.97,0.78,5,156,3,0,0,0,sales,medium
8492,0.91,0.6,4,133,4,1,0,0,sales,medium
8493,0.15,0.98,2,96,2,0,0,0,sales,high
8494,0.82,0.63,3,171,3,0,0,0,sales,medium
8495,0.67,0.87,3,177,4,0,0,0,sales,high
8496,0.5,0.96,4,274,3,0,0,0,sales,low
8497,0.57,0.39,2,145,3,0,0,0,sales,medium
8498,0.99,0.94,5,221,2,0,0,0,sales,medium
8499,0.97,0.94,3,202,2,0,0,0,sales,medium
8500,0.93,0.58,5,238,2,0,0,0,sales,medium
8501,0.62,0.6,4,170,2,0,0,0,sales,low
8502,0.62,0.51,4,208,2,1,0,0,sales,low
8503,0.96,0.61,4,199,3,0,0,0,sales,low
8504,0.98,0.96,4,253,3,0,0,0,sales,low
8505,0.52,0.57,4,239,3,0,0,0,sales,low
8506,0.56,0.77,5,279,4,0,0,0,sales,low
8507,0.14,0.41,6,114,3,0,0,0,sales,low
8508,0.29,0.38,6,105,5,0,0,0,sales,low
8509,0.76,0.81,4,193,3,1,0,0,accounting,low
8510,0.39,0.58,3,152,3,1,0,0,accounting,low
8511,0.96,0.72,4,228,2,0,0,0,accounting,high
8512,0.84,0.93,3,242,4,0,0,0,hr,low
8513,0.81,0.62,4,197,3,0,0,0,hr,low
8514,0.51,0.51,5,222,4,0,0,0,hr,low
8515,0.87,0.75,3,222,3,0,0,0,hr,low
8516,0.94,0.77,5,233,4,0,0,0,technical,high
8517,0.69,0.97,4,264,3,0,0,0,technical,low
8518,0.44,0.53,3,132,3,1,0,0,technical,low
8519,0.85,0.55,5,182,3,0,0,0,technical,low
8520,0.18,0.86,6,264,3,0,0,0,technical,high
8521,0.91,0.74,6,253,2,0,0,0,technical,low
8522,0.81,0.83,3,193,3,0,0,0,technical,medium
8523,0.82,0.59,5,143,2,1,0,0,technical,high
8524,0.48,0.79,3,180,2,0,0,0,technical,medium
8525,0.92,0.84,3,220,3,1,0,0,technical,high
8526,0.94,0.88,5,150,4,0,0,0,technical,medium
8527,1,0.56,3,182,3,0,0,0,support,medium
8528,0.96,0.91,3,257,3,0,0,0,support,medium
8529,0.24,0.74,3,269,4,1,0,0,support,medium
8530,0.62,0.89,5,243,3,0,0,0,support,medium
8531,0.55,0.76,4,257,3,0,0,0,support,medium
8532,0.82,0.52,5,233,2,0,0,0,support,medium
8533,0.62,0.56,4,267,4,0,0,0,support,medium
8534,0.61,0.69,4,160,2,1,0,0,support,high
8535,0.72,0.52,3,143,4,1,0,0,support,low
8536,0.45,0.76,4,143,2,1,0,0,support,medium
8537,0.51,0.93,3,162,4,0,0,0,support,medium
8538,0.42,0.53,3,181,5,0,0,0,technical,medium
8539,0.69,0.64,3,286,3,0,0,0,technical,medium
8540,0.61,0.66,2,111,3,0,0,0,technical,medium
8541,0.5,0.98,5,177,4,0,0,0,management,medium
8542,0.25,0.68,4,279,5,1,0,0,IT,medium
8543,0.88,0.89,4,135,3,0,0,0,IT,medium
8544,0.81,0.66,3,160,2,0,0,0,IT,medium
8545,0.75,0.77,3,178,4,0,0,0,IT,high
8546,0.77,0.8,3,147,3,0,0,0,IT,low
8547,0.55,0.72,3,204,2,0,0,0,product_mng,low
8548,0.7,0.73,5,151,2,0,0,0,product_mng,low
8549,0.96,0.78,3,209,2,0,0,0,product_mng,high
8550,0.18,0.73,6,225,4,0,0,0,product_mng,low
8551,0.22,0.62,6,142,3,0,0,0,IT,low
8552,0.95,0.49,3,158,2,0,0,0,RandD,low
8553,0.37,0.71,2,139,4,0,0,0,RandD,high
8554,0.84,0.45,3,263,2,0,0,0,RandD,low
8555,0.8,0.68,3,160,3,0,0,0,RandD,low
8556,0.57,0.55,2,173,2,0,0,0,RandD,low
8557,0.98,0.63,3,169,2,0,0,0,marketing,low
8558,0.95,0.62,3,161,3,0,0,0,sales,low
8559,0.8,0.65,4,172,3,1,0,0,accounting,low
8560,0.52,0.7,3,257,3,0,0,0,support,low
8561,0.31,0.62,2,139,3,0,0,0,technical,medium
8562,0.71,0.59,5,245,2,0,0,0,management,medium
8563,0.71,0.85,3,260,3,0,0,0,marketing,medium
8564,0.5,0.96,5,229,4,0,0,0,marketing,medium
8565,0.95,0.9,2,129,5,0,0,0,marketing,medium
8566,0.95,0.77,3,184,4,0,0,0,sales,medium
8567,0.65,0.85,4,204,3,0,0,0,sales,medium
8568,0.94,0.72,3,152,2,1,0,0,sales,medium
8569,0.72,0.85,4,142,3,0,0,0,sales,medium
8570,0.94,0.79,4,136,2,0,0,0,sales,medium
8571,0.79,0.94,4,216,4,0,0,0,sales,medium
8572,0.6,0.58,3,201,3,0,0,0,sales,medium
8573,0.62,0.76,4,163,3,0,0,0,sales,high
8574,0.94,0.74,4,224,5,0,0,0,sales,low
8575,0.24,0.5,4,209,3,0,0,0,sales,medium
8576,0.17,0.71,5,257,4,1,0,0,sales,medium
8577,0.66,0.83,4,234,4,0,0,0,sales,medium
8578,0.65,0.56,3,221,2,0,0,0,sales,medium
8579,0.51,0.62,2,186,2,0,0,0,sales,low
8580,0.41,0.75,4,199,3,0,0,0,sales,low
8581,0.98,0.99,3,235,3,0,0,0,sales,low
8582,0.96,0.55,5,211,2,0,0,0,sales,low
8583,0.55,0.97,4,136,4,0,0,0,sales,low
8584,0.99,0.71,4,155,3,0,0,0,sales,low
8585,0.51,0.98,4,269,3,0,0,0,accounting,low
8586,0.74,0.9,3,285,3,0,0,0,accounting,low
8587,0.81,0.87,5,241,3,0,0,0,accounting,low
8588,0.51,0.87,3,180,4,0,0,0,hr,low
8589,0.53,0.55,5,224,2,1,0,0,hr,low
8590,0.67,0.48,6,107,2,1,0,0,hr,low
8591,0.68,0.64,2,167,2,0,0,0,hr,low
8592,0.69,0.63,3,137,3,0,0,0,technical,low
8593,0.71,0.65,4,239,3,0,0,0,technical,low
8594,0.64,0.56,3,239,3,0,0,0,technical,low
8595,0.62,0.58,3,148,2,1,0,0,technical,low
8596,0.81,0.5,4,231,3,1,0,0,technical,low
8597,0.84,0.54,4,179,2,0,0,0,technical,low
8598,1,0.67,3,181,2,0,0,0,technical,low
8599,0.72,0.73,5,184,4,1,0,0,technical,low
8600,0.57,0.67,3,207,2,0,0,0,technical,medium
8601,0.73,0.99,4,152,4,0,0,0,technical,medium
8602,0.91,0.59,4,133,4,0,0,0,technical,medium
8603,0.98,0.85,4,178,3,0,0,0,support,medium
8604,0.58,0.95,4,173,3,0,0,0,support,medium
8605,0.73,0.52,2,113,5,1,0,0,support,medium
8606,0.96,0.95,3,236,2,0,0,0,support,medium
8607,0.57,0.98,3,188,5,0,0,0,support,medium
8608,0.77,0.73,3,269,2,0,0,0,support,medium
8609,0.3,0.85,2,203,3,0,0,0,support,medium
8610,0.85,0.75,3,214,3,0,0,0,support,medium
8611,0.49,0.83,2,185,6,0,0,0,support,medium
8612,0.77,0.43,4,265,6,0,0,0,support,high
8613,1,0.99,4,184,4,0,0,0,support,low
8614,0.85,0.74,3,157,3,0,0,0,technical,medium
8615,0.87,0.75,3,258,3,0,0,0,technical,medium
8616,0.9,0.79,3,222,6,1,0,0,technical,medium
8617,0.71,0.8,5,248,4,0,0,0,management,medium
8618,0.59,0.56,5,162,4,0,0,0,IT,low
8619,0.85,0.74,3,250,3,1,0,0,IT,low
8620,0.72,0.82,4,231,3,0,0,0,IT,low
8621,0.73,0.65,3,165,3,0,0,0,IT,low
8622,0.9,0.54,3,272,2,0,0,0,IT,low
8623,0.59,0.65,4,177,2,0,0,0,product_mng,low
8624,0.52,0.9,3,133,3,0,0,0,product_mng,low
8625,0.85,0.49,4,159,3,0,0,0,product_mng,low
8626,0.35,0.4,3,130,3,0,0,0,product_mng,low
8627,0.7,0.68,3,185,4,0,0,0,IT,low
8628,0.58,0.86,3,182,3,0,0,0,RandD,low
8629,0.89,0.5,2,238,4,0,0,0,RandD,low
8630,0.54,0.63,3,211,3,0,0,0,RandD,low
8631,0.55,0.89,4,209,3,0,0,0,RandD,low
8632,0.77,0.62,5,190,3,0,0,0,RandD,low
8633,0.55,0.61,4,272,4,1,0,0,marketing,low
8634,0.6,0.77,3,202,3,0,0,0,sales,low
8635,0.75,0.9,4,185,3,0,0,0,accounting,low
8636,0.57,0.88,3,176,3,0,0,0,support,low
8637,0.69,0.94,4,239,3,0,0,0,technical,low
8638,0.87,0.98,4,238,3,1,0,0,management,low
8639,0.69,0.36,5,269,6,1,0,0,marketing,medium
8640,0.58,0.92,3,232,5,0,0,0,marketing,medium
8641,0.87,0.64,2,148,6,1,0,0,marketing,medium
8642,0.71,0.77,3,149,2,0,0,0,sales,medium
8643,0.74,0.78,4,203,2,0,0,0,sales,medium
8644,0.75,0.53,5,235,3,0,0,0,sales,medium
8645,0.5,0.54,2,269,2,1,0,0,sales,medium
8646,0.59,0.86,4,260,2,0,0,0,sales,medium
8647,0.81,0.84,3,216,3,0,0,0,sales,medium
8648,0.34,0.55,3,136,2,1,0,0,sales,medium
8649,0.53,0.87,5,158,3,0,0,0,sales,medium
8650,0.94,0.85,4,180,4,0,0,0,sales,medium
8651,0.76,0.77,5,133,2,0,0,0,sales,high
8652,0.2,0.58,5,199,4,0,0,0,sales,low
8653,0.97,0.67,3,169,2,1,0,0,sales,medium
8654,0.96,0.72,3,195,2,0,0,0,sales,medium
8655,0.81,0.5,5,205,3,0,0,0,sales,medium
8656,0.2,0.48,4,156,4,1,0,0,sales,medium
8657,0.53,0.71,3,125,2,1,0,0,sales,low
8658,0.75,0.76,3,171,4,0,0,0,sales,low
8659,0.55,0.91,4,199,3,0,0,0,sales,low
8660,0.58,0.65,5,187,2,0,0,0,sales,low
8661,0.99,0.64,4,218,4,0,0,0,accounting,low
8662,0.96,0.86,4,268,3,0,0,0,accounting,low
8663,0.82,0.92,3,257,2,0,0,0,accounting,low
8664,0.88,0.77,4,224,5,1,0,0,hr,low
8665,0.78,0.97,4,221,4,0,0,0,hr,low
8666,0.46,0.47,6,101,5,0,0,0,hr,low
8667,0.88,0.59,3,224,2,0,0,0,hr,low
8668,0.91,0.55,3,223,4,1,0,0,technical,low
8669,0.6,0.68,4,271,4,0,0,0,technical,low
8670,0.82,0.51,3,210,2,0,0,0,technical,low
8671,0.67,0.56,4,241,3,0,0,0,technical,low
8672,0.55,0.61,3,209,3,0,0,0,technical,low
8673,0.73,0.62,5,186,4,0,0,0,technical,low
8674,0.59,0.68,4,273,2,0,0,0,technical,low
8675,0.4,0.65,6,172,2,1,0,0,technical,low
8676,0.56,0.99,3,209,2,0,0,0,technical,low
8677,0.87,0.57,4,175,2,1,0,0,technical,low
8678,0.5,0.53,5,239,3,0,0,0,technical,medium
8679,0.98,0.79,4,231,4,0,0,0,support,medium
8680,0.71,0.96,4,131,3,0,0,0,support,medium
8681,0.72,0.89,4,217,3,0,0,0,support,medium
8682,0.5,0.83,4,242,2,0,0,0,support,medium
8683,0.89,0.56,3,224,2,0,0,0,support,medium
8684,0.56,0.68,3,208,3,1,0,0,support,medium
8685,0.32,0.55,4,167,5,0,0,0,support,medium
8686,0.96,0.88,5,269,2,0,0,0,support,medium
8687,0.67,0.92,4,156,2,0,0,0,support,medium
8688,0.26,0.7,3,238,6,0,0,0,support,medium
8689,0.51,0.9,5,193,4,0,0,0,support,medium
8690,0.16,0.78,4,196,5,0,0,0,technical,high
8691,0.77,0.71,5,233,2,0,0,0,technical,low
8692,0.67,0.52,2,152,5,0,0,0,technical,medium
8693,0.36,0.77,4,252,2,0,0,0,management,medium
8694,0.69,0.82,3,262,5,1,0,0,IT,medium
8695,0.72,0.76,3,261,4,0,0,0,IT,medium
8696,0.72,0.81,4,144,2,0,0,0,IT,low
8697,0.88,0.95,4,234,3,0,0,0,IT,low
8698,0.91,0.55,2,234,2,0,0,0,IT,low
8699,0.96,0.6,4,170,2,1,0,0,product_mng,low
